epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8603073,0.106666625,0.20677584,0.060662843,10.0,-1.3439689,0.1,20.0,0.0
1,0.85798067,0.10681545,0.20619142,0.063423745,20.0,-2.2033823,0.0,40.0,0.0
2,0.85465455,0.107955895,0.20556104,0.06949923,30.0,-3.1146388,0.1,60.0,0.0
3,0.8549076,0.108673364,0.20522445,0.07159406,40.0,-3.0748105,0.4,80.0,0.0
4,0.85430783,0.11211928,0.20511931,0.073940694,50.0,-4.3921366,0.1,100.0,0.0
5,0.8535684,0.111787885,0.20529944,0.07444801,60.0,-3.8676705,0.4,120.0,0.05
6,0.85443443,0.11034882,0.20552349,0.0763632,70.0,-5.6077623,0.2,140.0,0.1
7,0.8532448,0.11172226,0.20490503,0.07585201,80.0,-4.000385,0.8,160.0,0.0
8,0.85260767,0.110616595,0.20538895,0.07728146,90.0,-7.169501,0.1,180.0,0.0
9,0.8513975,0.11207685,0.20513372,0.07951511,100.0,-6.256459,0.3,200.0,0.05
10,0.8505752,0.11145708,0.20525962,0.07913508,110.0,-7.4556885,0.3,220.0,0.0
11,0.85044605,0.11187769,0.2055664,0.08163946,120.0,-6.0687633,0.7,240.0,0.0
12,0.8490529,0.111492865,0.20549895,0.082501754,130.0,-8.856447,0.2,260.0,0.15
13,0.8489341,0.11068817,0.20534806,0.08366346,140.0,-7.2524977,0.6,280.0,0.0
14,0.84869474,0.110129856,0.20558594,0.0854958,150.0,-6.242729,0.4,300.0,0.05
15,0.84892535,0.10956868,0.20529643,0.08562173,160.0,-10.664593,0.1,320.0,0.0
16,0.8485014,0.10966048,0.2052057,0.08638148,170.0,-7.871843,0.6,340.0,0.0
17,0.84861875,0.10928085,0.20514059,0.08693838,180.0,-8.424558,0.6,360.0,0.0
18,0.8489705,0.10962061,0.20500726,0.08869114,190.0,-10.566616,0.3,380.0,0.1
19,0.8485732,0.10980653,0.2048452,0.08819494,200.0,-11.723858,0.1,400.0,0.0
20,0.84868354,0.11161291,0.20472793,0.089438654,210.0,-8.804734,0.3,420.0,0.1
21,0.8483872,0.11135334,0.20506163,0.090788394,220.0,-8.653127,0.4,440.0,0.2
22,0.8482148,0.112216145,0.20495617,0.09388798,230.0,-11.553318,0.2,460.0,0.15
23,0.84840703,0.11433297,0.20489359,0.095151834,240.0,-12.587782,0.3,480.0,0.05
24,0.8478262,0.116262235,0.20517765,0.09718527,250.0,-10.983884,0.1,500.0,0.05
25,0.8469921,0.11831071,0.20514993,0.099930175,260.0,-11.882638,0.2,520.0,0.0
26,0.8468844,0.11847546,0.20571879,0.102865845,270.0,-7.580493,0.6,540.0,0.05
27,0.84636897,0.119420595,0.20601189,0.10357958,280.0,-14.337454,0.2,560.0,0.05
28,0.8461029,0.11896775,0.20588386,0.10431382,290.0,-12.461103,0.4,580.0,0.1
29,0.84607166,0.11950698,0.20600744,0.10556546,300.0,-11.794863,0.5,600.0,0.05
30,0.84580344,0.11981255,0.20577738,0.10784173,310.0,-12.661659,0.3,620.0,0.05
31,0.844896,0.12166417,0.2058021,0.10916669,320.0,-7.227366,0.6,640.0,0.05
32,0.8437411,0.123441316,0.20546888,0.110291585,330.0,-13.631929,0.2,660.0,0.05
33,0.8438874,0.12339509,0.20566176,0.110892326,340.0,-9.01964,0.5,680.0,0.05
34,0.8433011,0.124372154,0.20585415,0.11173563,350.0,-10.057986,0.3,700.0,0.1
35,0.84276104,0.12530658,0.20585056,0.113339566,360.0,-12.573733,0.3,720.0,0.2
36,0.8427849,0.12583832,0.20571245,0.114547975,370.0,-9.652641,0.5,740.0,0.25
37,0.8428035,0.12622362,0.20575605,0.115909435,380.0,-12.247181,0.2,760.0,0.2
38,0.84302783,0.12615767,0.20580277,0.11668894,390.0,-12.295776,0.2,780.0,0.2
39,0.84252506,0.12606205,0.20561668,0.117730185,400.0,-11.27202,0.3,800.0,0.15
40,0.8422503,0.12672551,0.20515545,0.118369095,410.0,-14.873296,0.5,820.0,0.2
41,0.84241104,0.126918,0.20519646,0.11952959,420.0,-13.518428,0.4,840.0,0.15
42,0.84284234,0.1281238,0.20543532,0.12063908,430.0,-11.554306,0.2,860.0,0.2
43,0.84241843,0.12837897,0.20484318,0.122686245,440.0,-20.180492,0.0,880.0,0.15
44,0.8419569,0.130171,0.20450579,0.12479989,450.0,-13.783374,0.3,900.0,0.0
45,0.84209126,0.13009687,0.20449191,0.124877006,460.0,-10.227209,0.2,920.0,0.3
46,0.84220034,0.13120988,0.20443359,0.1264603,470.0,-12.481703,0.3,940.0,0.0
47,0.8423709,0.13214882,0.20430115,0.12710473,480.0,-12.53625,0.2,960.0,0.05
48,0.84236926,0.13323052,0.20438355,0.1280666,490.0,-15.430371,0.2,980.0,0.1
49,0.842732,0.13305831,0.20431142,0.1282395,500.0,-13.492134,0.2,1000.0,0.1
50,0.8429586,0.13344301,0.20471974,0.12909962,510.0,-12.157648,0.2,1020.0,0.05
51,0.84319323,0.13334101,0.20486458,0.12920776,520.0,-12.780635,0.2,1040.0,0.2
52,0.8431871,0.13323209,0.20494926,0.12943023,530.0,-10.420598,0.2,1060.0,0.1
53,0.8430726,0.13274725,0.20491657,0.12953602,540.0,-8.293329,0.4,1080.0,0.1
54,0.8431305,0.13361593,0.20508717,0.12983163,550.0,-7.02456,0.4,1100.0,0.1
55,0.8432191,0.13329585,0.20487928,0.12992674,560.0,-11.765236,0.2,1120.0,0.25
56,0.8429145,0.1338911,0.20477553,0.13052438,570.0,-8.382801,0.3,1140.0,0.2
57,0.8428673,0.13371429,0.20478073,0.13092205,580.0,-9.952206,0.3,1160.0,0.2
58,0.84239554,0.13425153,0.20476061,0.13114522,590.0,-8.037443,0.3,1180.0,0.1
59,0.842505,0.13491522,0.20430183,0.13240963,600.0,-8.282348,0.5,1200.0,0.15
60,0.8422282,0.13606356,0.2043416,0.13279715,610.0,-13.7768345,0.2,1220.0,0.15
61,0.8424632,0.13589483,0.20441954,0.13304694,620.0,-11.569622,0.4,1240.0,0.15
62,0.842464,0.13589919,0.20451,0.13382831,630.0,-14.332075,0.0,1260.0,0.15
63,0.84234864,0.13603212,0.20454559,0.13417727,640.0,-11.3963375,0.4,1280.0,0.2
64,0.8424929,0.13626322,0.20470226,0.13471635,650.0,-8.889596,0.3,1300.0,0.15
65,0.8425942,0.1361719,0.20456275,0.1350368,660.0,-9.857253,0.3,1320.0,0.15
66,0.84247917,0.13665135,0.20439991,0.13572371,670.0,-10.706019,0.3,1340.0,0.15
67,0.8422129,0.13642737,0.2043767,0.13575988,680.0,-8.963556,0.3,1360.0,0.3
68,0.841973,0.1366372,0.20411173,0.13609797,690.0,-11.228572,0.4,1380.0,0.15
69,0.84203935,0.13623196,0.20381205,0.13644992,700.0,-10.956408,0.4,1400.0,0.45
70,0.8421657,0.13598278,0.20397034,0.13708095,710.0,-7.443896,0.3,1420.0,0.3
71,0.8423844,0.13571227,0.20399933,0.13697584,720.0,-10.609469,0.2,1440.0,0.25
72,0.8424576,0.13542669,0.20383643,0.1373283,730.0,-9.1728525,0.4,1460.0,0.25
73,0.84233403,0.13549769,0.2037422,0.13748041,740.0,-6.3185835,0.4,1480.0,0.2
74,0.8421352,0.13515641,0.20364577,0.13750221,750.0,-11.703335,0.2,1500.0,0.15
75,0.8418731,0.13535292,0.20356749,0.13795656,760.0,-8.597681,0.2,1520.0,0.1
76,0.84168845,0.13542129,0.20343691,0.13858157,770.0,-6.1033807,0.6,1540.0,0.05
77,0.8415411,0.13546623,0.20312083,0.13893853,780.0,-7.914511,0.4,1560.0,0.25
78,0.8415801,0.13596804,0.20293774,0.13944595,790.0,-10.196754,0.4,1580.0,0.15
79,0.84158117,0.13615988,0.20282535,0.13982657,800.0,-6.5044465,0.4,1600.0,0.15
80,0.8415385,0.13617828,0.20286967,0.13996585,810.0,-7.2511964,0.2,1620.0,0.15
81,0.8416898,0.13721125,0.20313919,0.14055826,820.0,-8.0436735,0.4,1640.0,0.2
82,0.84142214,0.13709804,0.2030912,0.14051165,830.0,-7.8081374,0.3,1660.0,0.3
83,0.84151083,0.13690841,0.2030746,0.14039671,840.0,-6.2723703,0.3,1680.0,0.35
84,0.841311,0.13697748,0.20309053,0.14049423,850.0,-8.921867,0.4,1700.0,0.3
85,0.8409665,0.1370607,0.2032697,0.14067876,860.0,-9.863016,0.2,1720.0,0.3
86,0.84079146,0.13741365,0.20329194,0.14088002,870.0,-3.3177872,0.6,1740.0,0.25
87,0.8408013,0.13718702,0.20322876,0.14095008,880.0,-7.0560546,0.4,1760.0,0.15
88,0.84069276,0.13716114,0.2032631,0.14115211,890.0,-7.2053933,0.4,1780.0,0.25
89,0.8406455,0.13762711,0.20331226,0.14147264,900.0,-5.2021265,0.6,1800.0,0.15
90,0.84067965,0.13778351,0.20325069,0.141348,910.0,-9.606518,0.2,1820.0,0.25
91,0.8405753,0.13861926,0.20328851,0.14169128,920.0,-3.2020016,0.7,1840.0,0.25
92,0.8404333,0.13855763,0.20320372,0.14191115,930.0,-5.7061644,0.5,1860.0,0.15
93,0.8406036,0.13842535,0.20314705,0.142115,940.0,-7.3726134,0.3,1880.0,0.1
94,0.84059685,0.13805799,0.20324285,0.14215237,950.0,-10.390318,0.2,1900.0,0.25
95,0.8403242,0.13812612,0.20318213,0.14226449,960.0,-12.389315,0.2,1920.0,0.1
96,0.8403311,0.13784464,0.20318875,0.14224388,970.0,-6.880498,0.4,1940.0,0.45
97,0.8403174,0.13827263,0.20318466,0.14254521,980.0,-9.247133,0.3,1960.0,0.35
98,0.84012324,0.13805695,0.20303397,0.14260617,990.0,-4.456212,0.8,1980.0,0.2
99,0.84001034,0.13805954,0.20310427,0.14262961,1000.0,-10.310221,0.3,2000.0,0.25
100,0.83986306,0.13830084,0.20319916,0.142857,1010.0,-4.6479254,0.7,2020.0,0.3
101,0.83984023,0.13849723,0.2031831,0.14288756,1020.0,-4.580723,0.6,2040.0,0.25
102,0.8400347,0.13818629,0.20331526,0.14280029,1030.0,-6.127782,0.4,2060.0,0.4
103,0.83984035,0.13851877,0.20319134,0.14315978,1040.0,-9.522629,0.2,2080.0,0.25
104,0.8400108,0.1386494,0.20312287,0.1431584,1050.0,-5.504776,0.4,2100.0,0.2
105,0.8399203,0.1384967,0.2032417,0.14319235,1060.0,-5.581221,0.5,2120.0,0.25
106,0.8401254,0.13843234,0.20316696,0.14329761,1070.0,-8.628044,0.6,2140.0,0.25
107,0.8400354,0.13816488,0.20334244,0.14315468,1080.0,-7.018088,0.2,2160.0,0.55
108,0.8400839,0.13808312,0.2034228,0.14313886,1090.0,-5.1513104,0.5,2180.0,0.3
109,0.84007645,0.13789319,0.20344347,0.14309673,1100.0,-6.811834,0.5,2200.0,0.15
110,0.8401005,0.13772613,0.20339027,0.1430059,1110.0,-4.3315477,0.7,2220.0,0.2
111,0.84021443,0.13743517,0.20343779,0.14283775,1120.0,-10.580401,0.4,2240.0,0.35
112,0.8400658,0.13751538,0.20349333,0.14302438,1130.0,-7.806903,0.4,2260.0,0.4
113,0.8400677,0.13767071,0.20352733,0.14321655,1140.0,-8.250961,0.4,2280.0,0.35
114,0.840106,0.1376065,0.20363288,0.14316903,1150.0,-7.082269,0.4,2300.0,0.25
115,0.8399868,0.13742419,0.20374577,0.14332713,1160.0,-6.0804586,0.4,2320.0,0.3
116,0.8398518,0.13734974,0.20379484,0.14339602,1170.0,-4.28132,0.7,2340.0,0.25
117,0.83984923,0.13702023,0.20374984,0.14340985,1180.0,-6.0667443,0.7,2360.0,0.3
118,0.8397381,0.13691367,0.2037529,0.1434749,1190.0,-14.154398,0.1,2380.0,0.4
119,0.8397854,0.13681437,0.2037199,0.14345388,1200.0,-4.7713995,0.6,2400.0,0.35
120,0.83981436,0.13679482,0.20367642,0.14355926,1210.0,-6.8480864,0.4,2420.0,0.4
121,0.8398738,0.13657291,0.20372322,0.1436565,1220.0,-3.7020462,0.5,2440.0,0.25
122,0.839863,0.13620219,0.20374872,0.14346513,1230.0,-6.373487,0.4,2460.0,0.5
123,0.83977985,0.13607283,0.20377034,0.1435316,1240.0,-3.507153,0.6,2480.0,0.55
124,0.8398574,0.13615985,0.20375992,0.14360577,1250.0,-7.440586,0.6,2500.0,0.3
125,0.8397657,0.13604897,0.2035524,0.1438164,1260.0,-5.2292833,0.6,2520.0,0.3
126,0.83980274,0.13598633,0.20375271,0.14380698,1270.0,-8.129766,0.4,2540.0,0.4
127,0.83994436,0.13584734,0.2038096,0.1437498,1280.0,-7.8273306,0.4,2560.0,0.3
128,0.8401467,0.1361144,0.20383751,0.14395797,1290.0,-4.013898,0.5,2580.0,0.3
129,0.84023255,0.13590504,0.20376486,0.14400259,1300.0,-5.490199,0.6,2600.0,0.45
130,0.8401883,0.13568784,0.20376936,0.14404316,1310.0,-5.25816,0.5,2620.0,0.35
131,0.840194,0.13583471,0.2037901,0.144066,1320.0,-5.592086,0.6,2640.0,0.5
132,0.84023553,0.13567473,0.20386276,0.14426059,1330.0,-5.162858,0.6,2660.0,0.3
133,0.8401635,0.13560955,0.20375338,0.1444796,1340.0,-2.0545363,0.9,2680.0,0.3
134,0.8402889,0.13551198,0.20377658,0.14451577,1350.0,-4.5658984,0.7,2700.0,0.25
135,0.84004956,0.13588487,0.2037776,0.14489785,1360.0,-4.833455,0.7,2720.0,0.35
136,0.8401771,0.13606368,0.20380034,0.14489423,1370.0,-3.5679538,0.7,2740.0,0.35
137,0.8403158,0.13586162,0.20382482,0.14485222,1380.0,-6.687188,0.3,2760.0,0.35
138,0.8404595,0.13578357,0.20391949,0.14483681,1390.0,-2.667985,0.9,2780.0,0.45
139,0.840363,0.13562506,0.20390871,0.14475021,1400.0,-2.5675025,0.8,2800.0,0.7
140,0.8404196,0.1356096,0.20386499,0.14487703,1410.0,-7.055922,0.5,2820.0,0.4
141,0.84058577,0.13540635,0.20392817,0.14485477,1420.0,-3.0304425,0.9,2840.0,0.45
142,0.84075767,0.13570254,0.20411925,0.14500397,1430.0,-4.0672016,0.9,2860.0,0.45
143,0.8408231,0.1355695,0.20418918,0.14490171,1440.0,-7.1274557,0.5,2880.0,0.5
144,0.84074575,0.13551037,0.20414844,0.14498927,1450.0,-8.412302,0.5,2900.0,0.45
145,0.84068465,0.13548018,0.20411319,0.14507335,1460.0,-6.260457,0.5,2920.0,0.35
146,0.8407034,0.1352701,0.20405743,0.14504291,1470.0,-4.4063454,0.6,2940.0,0.45
147,0.84079695,0.1352259,0.20416112,0.14500023,1480.0,-5.625699,0.7,2960.0,0.4
148,0.84075946,0.1353059,0.20422903,0.14499342,1490.0,-7.1951995,0.5,2980.0,0.5
149,0.8407297,0.13509922,0.20419957,0.14492041,1500.0,-6.36412,0.5,3000.0,0.6
150,0.8407367,0.13535981,0.20427144,0.14511609,1510.0,-6.3777304,0.6,3020.0,0.4
151,0.840782,0.13525066,0.20425771,0.14502646,1520.0,-7.216793,0.6,3040.0,0.55
152,0.8407529,0.1354413,0.20429306,0.14500575,1530.0,-6.8003263,0.3,3060.0,0.65
153,0.84090513,0.13542168,0.20420192,0.14508484,1540.0,-5.3820133,0.6,3080.0,0.3
154,0.8410759,0.1352093,0.20422404,0.14504227,1550.0,-9.797138,0.4,3100.0,0.4
155,0.8409459,0.13535213,0.20414174,0.1450499,1560.0,-2.5057697,0.9,3120.0,0.45
