,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.0,0.8614811075,0.10418642874999999,0.2062382175,0.051499302749999996,10.0,-1.417704325,0.05,20.0,0.0125
1,1.0,0.8598219724999999,0.10498167775,0.2057771225,0.05824621475,20.0,-2.218190325,0.075,40.0,0.0
2,2.0,0.8570807525,0.10611832625,0.20544832000000002,0.06327038125,30.0,-3.2477032,0.025,60.0,0.025
3,3.0,0.855172685,0.106843645,0.20529311,0.06736730625000001,40.0,-3.6396474,0.15,80.0,0.025
4,4.0,0.8545714975,0.1070244115,0.2054675225,0.068097195,50.0,-4.3850012,0.2,100.0,0.037500000000000006
5,5.0,0.85376411,0.10815065125000001,0.20514543000000002,0.0697437075,60.0,-4.700899499999999,0.25,120.0,0.08750000000000001
6,6.0,0.8533686574999999,0.10760325875,0.20542668000000003,0.0714805265,70.0,-5.674479300000001,0.15000000000000002,140.0,0.05
7,7.0,0.8529150375,0.1073926635,0.205308375,0.071487611,80.0,-5.8879194,0.325,160.0,0.025
8,8.0,0.851755555,0.10777092125,0.20507551999999998,0.07225787,90.0,-6.7297205,0.25,180.0,0.025
9,9.0,0.850964065,0.10891072,0.20510207749999998,0.0745103265,100.0,-5.96982575,0.42500000000000004,200.0,0.025
10,10.0,0.850440075,0.10846544875,0.2052005,0.0740821505,110.0,-6.632682324999999,0.475,220.0,0.05
11,11.0,0.8503319250000001,0.10827394,0.205511645,0.0754388915,120.0,-7.632863325000001,0.42500000000000004,240.0,0.025
12,12.0,0.8496637874999999,0.10798697375,0.2052414175,0.07726333599999999,130.0,-8.6195,0.22500000000000003,260.0,0.05
13,13.0,0.8490700125,0.10873611624999999,0.2049569575,0.07858651,140.0,-7.944259525,0.4,280.0,0.037500000000000006
14,14.0,0.8483186850000001,0.1090777145,0.2048454,0.07970993125,150.0,-8.79460675,0.22500000000000003,300.0,0.025
15,15.0,0.8485452725,0.1094214325,0.20484291999999998,0.0811729425,160.0,-9.120467825,0.25,320.0,0.0125
16,16.0,0.8482187274999999,0.1101903925,0.20494961499999997,0.0829102665,170.0,-8.13054125,0.42500000000000004,340.0,0.0125
17,17.0,0.8479204375,0.110355145,0.204925675,0.08383297399999999,180.0,-10.6607805,0.3,360.0,0.037500000000000006
18,18.0,0.8478207200000001,0.110816519,0.2051292475,0.08546163875,190.0,-9.62054475,0.2,380.0,0.037500000000000006
19,19.0,0.8475446849999999,0.11234037225,0.2049957675,0.08739728374999998,200.0,-11.093677750000001,0.2,400.0,0.0125
20,20.0,0.8470587175000001,0.11396687975,0.20467079500000002,0.089625571,210.0,-9.637290875,0.35,420.0,0.037500000000000006
21,21.0,0.8468789475,0.11436339225,0.20442548500000002,0.091149826,220.0,-10.91364525,0.22500000000000003,440.0,0.0625
22,22.0,0.8464520000000001,0.11591180125,0.2043186425,0.093879105,230.0,-12.467077125,0.22500000000000003,460.0,0.0625
23,23.0,0.84598264,0.11788933,0.20429771,0.09576489725000001,240.0,-11.459628875,0.2,480.0,0.037500000000000006
24,24.0,0.8453216374999999,0.11946365849999999,0.2042073075,0.097863605,250.0,-11.74657475,0.1,500.0,0.05
25,25.0,0.8453019875000001,0.12100418125000001,0.20389854750000003,0.10027116,260.0,-11.630567000000001,0.175,520.0,0.025
26,26.0,0.8452371999999999,0.121611155,0.20424390250000002,0.10229365124999999,270.0,-10.136294375,0.27499999999999997,540.0,0.025
27,27.0,0.8447337575,0.12344480124999999,0.20403305249999998,0.10426708225,280.0,-10.953866000000001,0.25,560.0,0.0625
28,28.0,0.844421725,0.124181706,0.20390835,0.10564332375,290.0,-12.33210725,0.275,580.0,0.0875
29,29.0,0.8441568275,0.124493924,0.2038724075,0.10659640850000002,300.0,-12.556684749999999,0.325,600.0,0.037500000000000006
30,30.0,0.8441393,0.12512166249999998,0.20402365249999999,0.1085256165,310.0,-12.760831,0.15,620.0,0.05
31,31.0,0.843900275,0.12670878500000002,0.20400678500000002,0.11009627,320.0,-9.635073349999999,0.575,640.0,0.07500000000000001
32,32.0,0.84330031,0.127150314,0.2037089275,0.11172283175,330.0,-10.804173850000002,0.32500000000000007,660.0,0.05
33,33.0,0.843197235,0.127488129,0.2038482075,0.1128656425,340.0,-11.29831875,0.375,680.0,0.1
34,34.0,0.842873675,0.1277655685,0.2039183425,0.113482024,350.0,-10.554345249999999,0.425,700.0,0.075
35,35.0,0.84263079,0.12886893,0.2039708075,0.114659993,360.0,-10.21154735,0.375,720.0,0.08750000000000001
36,36.0,0.842809995,0.129526305,0.203964125,0.11554317875,370.0,-10.860111375,0.35,740.0,0.15
37,37.0,0.8427411100000001,0.130254265,0.2040141875,0.11670883375,380.0,-10.525237624999999,0.425,760.0,0.0875
38,38.0,0.8429218974999999,0.13033452499999998,0.20403352750000003,0.11755264875,390.0,-11.141010875,0.25,780.0,0.15000000000000002
39,39.0,0.8426925075,0.1305380475,0.20393086500000002,0.11833587125,400.0,-11.56674925,0.3,800.0,0.1
40,40.0,0.8426337349999999,0.1304661775,0.20373648500000002,0.11883118725,410.0,-10.961632250000001,0.42500000000000004,820.0,0.125
41,41.0,0.8425174525,0.13041980250000001,0.2037745375,0.119394956,420.0,-11.63675,0.4,840.0,0.09999999999999999
42,42.0,0.842312135,0.13102272,0.2038047475,0.120161355,430.0,-10.346221,0.35,860.0,0.1875
43,43.0,0.8421550949999999,0.13101000000000002,0.203495455,0.12137893,440.0,-14.532975500000001,0.275,880.0,0.13749999999999998
44,44.0,0.8418186349999999,0.13198612750000002,0.2034998475,0.12242965624999999,450.0,-13.958191749999997,0.22499999999999998,900.0,0.0625
45,45.0,0.8417147075,0.13221811499999997,0.2033987525,0.12301870025,460.0,-14.492486000000001,0.175,920.0,0.15
46,46.0,0.84172905,0.13250781499999997,0.20332369,0.1237686575,470.0,-10.3646955,0.525,940.0,0.09999999999999999
47,47.0,0.8417600175,0.13256941,0.2033682825,0.1243023325,480.0,-9.15167545,0.5249999999999999,960.0,0.13749999999999998
48,48.0,0.8418496449999999,0.1326397775,0.2034834875,0.1247432175,490.0,-11.967198499999999,0.35000000000000003,980.0,0.1125
49,49.0,0.8419297874999999,0.1328731775,0.20357169,0.125383326,500.0,-11.156913500000002,0.35,1000.0,0.125
50,50.0,0.842129535,0.133194835,0.20371055,0.12596436,510.0,-12.55569925,0.25,1020.0,0.1375
51,51.0,0.842126475,0.1333242425,0.20364605,0.126483435,520.0,-11.59809705,0.25,1040.0,0.17500000000000002
52,52.0,0.8422044325,0.13319385,0.20375411,0.126812325,530.0,-9.12315585,0.35,1060.0,0.175
53,53.0,0.84173654,0.13365383000000003,0.20367835500000003,0.12723125000000002,540.0,-10.49067,0.35000000000000003,1080.0,0.15000000000000002
54,54.0,0.841587285,0.1342285675,0.2036509275,0.127811715,550.0,-8.79108545,0.35000000000000003,1100.0,0.1375
55,55.0,0.8415846899999999,0.134171545,0.20362337249999998,0.12818278249999998,560.0,-10.19076675,0.375,1120.0,0.17500000000000002
