epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.84557813,0.10064075,0.20643757,0.07643352,10.0,-1.8413093,0.0,20.0,0.0
1,0.8442351,0.09772807,0.20694365,0.07926662,20.0,-2.4870746,0.0,40.0,0.0
2,0.8499647,0.098355986,0.20552742,0.07883257,30.0,-2.4065466,0.0,60.0,0.0
3,0.8498947,0.09996786,0.20474058,0.073730916,40.0,-3.5966039,0.0,80.0,0.05
4,0.8496711,0.09705963,0.2046714,0.0700215,50.0,-4.2438316,0.1,100.0,0.0
5,0.8493509,0.09730289,0.20447467,0.067382984,60.0,-4.6273804,0.1,120.0,0.0
6,0.84892553,0.09588436,0.20435458,0.064974606,70.0,-5.403323,0.2,140.0,0.1
7,0.85015243,0.095451616,0.20474257,0.06313192,80.0,-7.1166534,0.1,160.0,0.0
8,0.8497872,0.09506211,0.20501557,0.063117325,90.0,-7.5103364,0.1,180.0,0.0
9,0.85125226,0.094653346,0.20575707,0.063923866,100.0,-7.3442445,0.1,200.0,0.05
10,0.85092574,0.09576913,0.20611663,0.066854596,110.0,-9.735247,0.1,220.0,0.0
11,0.850029,0.09861203,0.20675966,0.071036115,120.0,-9.8446045,0.0,240.0,0.0
12,0.8511698,0.09808364,0.20679066,0.0702386,130.0,-10.044443,0.0,260.0,0.05
13,0.8497246,0.09789699,0.20623358,0.0695699,140.0,-10.096449,0.0,280.0,0.15
14,0.84946775,0.098614275,0.20641056,0.069852486,150.0,-10.505212,0.0,300.0,0.1
15,0.8473018,0.09899058,0.20564285,0.07068927,160.0,-11.605233,0.2,320.0,0.0
16,0.8471357,0.09947655,0.20559365,0.0726,170.0,-12.054527,0.2,340.0,0.0
17,0.84760493,0.10301843,0.20623514,0.07610375,180.0,-11.93321,0.1,360.0,0.0
18,0.8478241,0.10259127,0.20614891,0.07643356,190.0,-12.306175,0.2,380.0,0.05
19,0.8473954,0.102315284,0.20560598,0.07660679,200.0,-13.870064,0.0,400.0,0.0
20,0.84767383,0.10286171,0.20584646,0.080063194,210.0,-10.048401,0.3,420.0,0.0
21,0.8479714,0.10308889,0.20590119,0.08085915,220.0,-11.649875,0.3,440.0,0.0
22,0.84827536,0.10549454,0.2064314,0.0837564,230.0,-12.248251,0.1,460.0,0.0
23,0.8486298,0.10647773,0.20684324,0.08534197,240.0,-15.9334,0.1,480.0,0.1
24,0.84732246,0.10887725,0.20661423,0.08867526,250.0,-14.366412,0.2,500.0,0.05
25,0.8478801,0.10952116,0.2067161,0.090915605,260.0,-13.384603,0.1,520.0,0.05
26,0.8472686,0.11220866,0.20701486,0.09312103,270.0,-12.588929,0.0,540.0,0.1
27,0.84754497,0.11216257,0.20723304,0.09470269,280.0,-15.551001,0.1,560.0,0.05
28,0.8467106,0.114366196,0.20709449,0.09778674,290.0,-12.262293,0.2,580.0,0.05
29,0.84647053,0.11528184,0.20687915,0.099115394,300.0,-17.126682,0.0,600.0,0.05
30,0.8465356,0.11654723,0.20697041,0.100690156,310.0,-16.274187,0.1,620.0,0.05
31,0.84561414,0.11696544,0.20718713,0.10289516,320.0,-16.326008,0.0,640.0,0.0
32,0.8450207,0.11810142,0.20701863,0.10319236,330.0,-14.190389,0.2,660.0,0.05
33,0.8440814,0.11901929,0.20716184,0.10398125,340.0,-15.587115,0.2,680.0,0.0
34,0.84421426,0.118475996,0.20699562,0.10365207,350.0,-16.066936,0.3,700.0,0.1
35,0.8428984,0.12086213,0.20671518,0.104947746,360.0,-16.791166,0.1,720.0,0.05
36,0.8425985,0.12076577,0.2067177,0.10560091,370.0,-16.174885,0.2,740.0,0.05
37,0.84306335,0.12071969,0.20671397,0.105802,380.0,-20.229464,0.1,760.0,0.15
38,0.8426352,0.12062684,0.20657313,0.10625922,390.0,-16.584995,0.1,780.0,0.1
39,0.8421162,0.12033361,0.20647568,0.10663805,400.0,-15.815493,0.2,800.0,0.05
40,0.8423295,0.12005168,0.20654964,0.10670559,410.0,-14.350214,0.1,820.0,0.1
41,0.8420152,0.12019763,0.20645069,0.10637361,420.0,-13.358485,0.2,840.0,0.0
42,0.8419399,0.11983023,0.20645267,0.106487066,430.0,-10.549149,0.1,860.0,0.15
43,0.84244794,0.11944736,0.20644476,0.10691443,440.0,-15.572006,0.1,880.0,0.05
44,0.84262896,0.11920925,0.20646395,0.1065904,450.0,-10.980366,0.1,900.0,0.25
45,0.84254247,0.11955356,0.20622551,0.10734067,460.0,-12.40727,0.2,920.0,0.05
46,0.8420728,0.12028766,0.20636159,0.10787429,470.0,-13.496655,0.2,940.0,0.05
47,0.8423157,0.11988751,0.20620707,0.1082391,480.0,-13.201726,0.1,960.0,0.1
48,0.84233546,0.11996608,0.20586272,0.10920028,490.0,-18.691242,0.1,980.0,0.0
49,0.8426954,0.11974298,0.20594503,0.10934727,500.0,-11.908033,0.1,1000.0,0.05
50,0.84266496,0.12085872,0.20589676,0.10984223,510.0,-15.14471,0.1,1020.0,0.2
51,0.84239954,0.12064714,0.20578301,0.10979704,520.0,-15.635218,0.2,1040.0,0.0
52,0.84229344,0.12108978,0.20550264,0.1105527,530.0,-15.198361,0.0,1060.0,0.05
53,0.8421948,0.1213576,0.20545907,0.1108311,540.0,-12.219886,0.3,1080.0,0.0
54,0.8418935,0.12141189,0.20531984,0.110569924,550.0,-16.65174,0.1,1100.0,0.05
55,0.84198684,0.12132015,0.20538189,0.11065772,560.0,-16.127789,0.3,1120.0,0.15
56,0.8425229,0.121567585,0.20547,0.111218765,570.0,-7.8422713,0.3,1140.0,0.1
57,0.84287256,0.121427804,0.20552899,0.111748144,580.0,-17.172443,0.2,1160.0,0.05
58,0.84341663,0.12172404,0.20581986,0.11202934,590.0,-17.32869,0.2,1180.0,0.15
59,0.8437957,0.12150989,0.2060947,0.11233419,600.0,-16.01801,0.2,1200.0,0.0
60,0.84336597,0.12183392,0.20597613,0.112545006,610.0,-14.2310505,0.1,1220.0,0.1
61,0.843219,0.12237292,0.20610856,0.113626935,620.0,-16.875523,0.0,1240.0,0.15
62,0.84337264,0.12209993,0.20619433,0.11376861,630.0,-11.7093,0.1,1260.0,0.2
63,0.8436436,0.12194384,0.20640653,0.113679774,640.0,-13.788786,0.2,1280.0,0.1
64,0.84331995,0.122399,0.20649196,0.11443299,650.0,-21.985992,0.0,1300.0,0.1
65,0.8428739,0.12319375,0.20631199,0.11460397,660.0,-13.82018,0.2,1320.0,0.05
66,0.8426993,0.12337185,0.20630676,0.11511161,670.0,-17.893494,0.2,1340.0,0.05
67,0.84256107,0.124382995,0.20632376,0.11527535,680.0,-18.652943,0.1,1360.0,0.0
68,0.84239864,0.124591984,0.20621355,0.115689285,690.0,-22.07247,0.0,1380.0,0.25
69,0.8422949,0.12443342,0.20601484,0.11571061,700.0,-15.626004,0.0,1400.0,0.15
70,0.842141,0.12490132,0.20568189,0.11628188,710.0,-12.706078,0.0,1420.0,0.15
71,0.842091,0.124763966,0.20570153,0.11638436,720.0,-12.070547,0.0,1440.0,0.15
72,0.8423324,0.12474332,0.20553917,0.116420604,730.0,-11.7153425,0.4,1460.0,0.2
73,0.8424189,0.124671586,0.205686,0.11672942,740.0,-18.387938,0.1,1480.0,0.05
74,0.8420899,0.124931775,0.20555145,0.11723436,750.0,-14.487033,0.2,1500.0,0.0
75,0.84196097,0.12493495,0.20553508,0.11732191,760.0,-13.620722,0.3,1520.0,0.15
76,0.8421921,0.12523314,0.20546094,0.117521964,770.0,-16.652761,0.1,1540.0,0.05
77,0.84250087,0.124930464,0.20547158,0.11758849,780.0,-12.6609955,0.2,1560.0,0.2
78,0.84273213,0.12524094,0.20546758,0.1178078,790.0,-13.358264,0.2,1580.0,0.2
79,0.8428008,0.12504996,0.20538788,0.11792412,800.0,-14.018522,0.2,1600.0,0.2
80,0.8429329,0.12517911,0.20545477,0.11834201,810.0,-18.71495,0.2,1620.0,0.05
81,0.8426826,0.12559022,0.2055921,0.11899567,820.0,-12.109044,0.3,1640.0,0.25
82,0.84257454,0.12545049,0.20557201,0.1190023,830.0,-12.161397,0.3,1660.0,0.15
83,0.842628,0.12562324,0.2055954,0.11927178,840.0,-17.067343,0.3,1680.0,0.2
84,0.8427429,0.12534654,0.20559731,0.119233996,850.0,-9.703707,0.4,1700.0,0.05
85,0.8427108,0.12519081,0.20568603,0.11908079,860.0,-13.47144,0.2,1720.0,0.2
86,0.84277314,0.124836504,0.2056827,0.1190484,870.0,-13.521329,0.1,1740.0,0.15
87,0.8426599,0.124834485,0.20555203,0.11930629,880.0,-14.83732,0.2,1760.0,0.15
88,0.8427178,0.12447221,0.20555301,0.11947567,890.0,-12.231401,0.3,1780.0,0.3
89,0.8429634,0.12451848,0.20541267,0.119643174,900.0,-9.814127,0.1,1800.0,0.15
90,0.8432084,0.12437386,0.20537229,0.11956943,910.0,-11.086339,0.3,1820.0,0.1
91,0.8433421,0.12417691,0.20540994,0.11928177,920.0,-13.901001,0.0,1840.0,0.1
92,0.84351736,0.12392808,0.20548017,0.119086444,930.0,-18.404984,0.2,1860.0,0.15
93,0.84348273,0.12377033,0.20547985,0.11922537,940.0,-13.464778,0.2,1880.0,0.1
94,0.84362227,0.12353542,0.20556663,0.11912182,950.0,-15.092192,0.1,1900.0,0.05
95,0.84379625,0.1234662,0.20571394,0.11957094,960.0,-15.494383,0.3,1920.0,0.0
96,0.84394103,0.1232175,0.20576975,0.11952437,970.0,-18.730124,0.3,1940.0,0.1
97,0.8439844,0.12312027,0.20577031,0.119428806,980.0,-10.525401,0.4,1960.0,0.2
98,0.8440342,0.12290263,0.20575298,0.11927111,990.0,-12.130855,0.2,1980.0,0.1
99,0.8441536,0.12281516,0.20581436,0.119239114,1000.0,-20.484518,0.1,2000.0,0.3
100,0.8441627,0.12254534,0.20595628,0.11944948,1010.0,-17.334154,0.2,2020.0,0.2
101,0.8443435,0.12232765,0.20609447,0.1197637,1020.0,-13.100042,0.4,2040.0,0.1
102,0.8444802,0.12211609,0.2061957,0.119820006,1030.0,-19.141457,0.0,2060.0,0.2
