epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8663309,0.10052357,0.20708565,0.04500043,10.0,-1.6481092,0.0,20.0,0.05
1,0.8639293,0.10057193,0.2071505,0.050859336,20.0,-2.143167,0.3,40.0,0.1
2,0.8628898,0.101000525,0.20760985,0.053574543,30.0,-3.0970557,0.3,60.0,0.1
3,0.8622779,0.10287383,0.20745079,0.05547553,40.0,-4.167083,0.1,80.0,0.0
4,0.86111265,0.10486162,0.20719148,0.058355547,50.0,-4.6836257,0.3,100.0,0.05
5,0.8597636,0.104673594,0.20686981,0.058791976,60.0,-3.9820507,0.5,120.0,0.0
6,0.8588317,0.10451141,0.20678581,0.060996108,70.0,-5.53115,0.2,140.0,0.0
7,0.8581834,0.104009114,0.20628016,0.061277512,80.0,-5.3683686,0.6,160.0,0.0
8,0.8565672,0.10622379,0.2059756,0.06431232,90.0,-5.0418234,0.7,180.0,0.0
9,0.8561391,0.10630364,0.20616123,0.06522621,100.0,-6.80655,0.5,200.0,0.05
10,0.855309,0.10851652,0.20649284,0.06956505,110.0,-7.6048646,0.4,220.0,0.0
11,0.85392636,0.10821185,0.20597948,0.06997637,120.0,-6.0744085,0.7,240.0,0.05
12,0.8533134,0.10812568,0.2062323,0.07193593,130.0,-7.0193624,0.6,260.0,0.0
13,0.85323596,0.108724944,0.2062857,0.07253323,140.0,-9.211523,0.5,280.0,0.0
14,0.8529511,0.11000428,0.206754,0.076834455,150.0,-9.539899,0.4,300.0,0.0
15,0.8531876,0.111737184,0.2068188,0.07830202,160.0,-9.100727,0.4,320.0,0.0
16,0.8523701,0.1116381,0.20651084,0.079471536,170.0,-9.565237,0.4,340.0,0.0
17,0.85268337,0.11134156,0.20651074,0.080086604,180.0,-8.535833,0.3,360.0,0.0
18,0.85288006,0.11137847,0.20630066,0.08080291,190.0,-10.875149,0.3,380.0,0.05
