epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.86708003,0.09960699,0.20728473,0.034159504,10.0,-1.6996934,0.0,20.0,0.0
1,0.867045,0.09967011,0.2072675,0.035630237,20.0,-2.4630938,0.1,40.0,0.0
2,0.866955,0.099847116,0.20726,0.03615536,30.0,-3.4238365,0.1,60.0,0.1
3,0.8668956,0.0999329,0.20726769,0.037262607,40.0,-4.1071463,0.1,80.0,0.05
4,0.8668373,0.100124955,0.20725793,0.03851533,50.0,-4.0578012,0.3,100.0,0.0
5,0.86676604,0.10012063,0.20725678,0.039001502,60.0,-4.880725,0.2,120.0,0.05
6,0.8667679,0.100281395,0.20725183,0.039320458,70.0,-4.258176,0.9,140.0,0.1
7,0.86670893,0.10026705,0.20724836,0.039551444,80.0,-5.582927,0.5,160.0,0.1
8,0.86665994,0.10056198,0.20724748,0.040004913,90.0,-3.9088883,1.0,180.0,0.05
9,0.8666249,0.10057881,0.20723255,0.04052469,100.0,-5.4892974,0.7,200.0,0.1
10,0.8665836,0.100687146,0.20719787,0.041041896,110.0,-4.0840273,0.9,220.0,0.15
11,0.86649877,0.10073344,0.20716918,0.041736588,120.0,-5.0358644,0.8,240.0,0.05
12,0.8664458,0.10092924,0.20715307,0.04272832,130.0,-7.999874,0.3,260.0,0.0
13,0.8664033,0.10099395,0.20714083,0.043519463,140.0,-6.586152,0.6,280.0,0.0
14,0.8663504,0.10114399,0.20714101,0.044550933,150.0,-6.5458136,0.6,300.0,0.0
15,0.8662672,0.10138756,0.20708124,0.045365337,160.0,-7.5671654,0.5,320.0,0.0
16,0.86623406,0.10163329,0.20710169,0.046221882,170.0,-6.5923944,0.6,340.0,0.05
17,0.8661728,0.10193952,0.20706177,0.04748043,180.0,-7.188262,0.5,360.0,0.05
18,0.8661368,0.10205424,0.20709269,0.048006568,190.0,-6.7907095,0.6,380.0,0.25
19,0.8660514,0.10223279,0.20704111,0.048769962,200.0,-10.071421,0.3,400.0,0.1
20,0.86601335,0.10231346,0.20704386,0.049254373,210.0,-3.6635716,0.9,420.0,0.1
21,0.8659753,0.10253451,0.20701243,0.049901675,220.0,-8.110494,0.4,440.0,0.2
22,0.8659635,0.10263797,0.20700333,0.050606783,230.0,-8.960157,0.5,460.0,0.05
23,0.8659193,0.10269604,0.20695952,0.05119155,240.0,-7.4287086,0.5,480.0,0.25
24,0.86590004,0.10293434,0.20691833,0.05185503,250.0,-7.7333465,0.7,500.0,0.25
25,0.86584586,0.10304888,0.20688309,0.052410506,260.0,-10.035738,0.5,520.0,0.2
26,0.8657241,0.10333943,0.20681122,0.053269878,270.0,-8.486402,0.5,540.0,0.1
27,0.86572677,0.10335433,0.20678098,0.053552665,280.0,-8.403534,0.6,560.0,0.2
28,0.8656841,0.10367789,0.20679834,0.054083344,290.0,-7.9832597,0.5,580.0,0.15
29,0.8656304,0.10372335,0.2067726,0.054505873,300.0,-8.312906,0.6,600.0,0.15
30,0.865552,0.10385855,0.20675509,0.055019304,310.0,-7.6840043,0.6,620.0,0.2
31,0.8655274,0.103871666,0.20673412,0.05546038,320.0,-6.450564,0.6,640.0,0.2
32,0.8655042,0.10392324,0.20670766,0.055880524,330.0,-6.661929,0.7,660.0,0.25
33,0.8654604,0.104073524,0.20666508,0.056295034,340.0,-3.471241,0.8,680.0,0.2
34,0.8654247,0.10441313,0.20660323,0.0570745,350.0,-7.6967573,0.5,700.0,0.2
35,0.86532944,0.10444821,0.20654254,0.05749918,360.0,-4.6960363,0.8,720.0,0.3
36,0.86530024,0.10446095,0.20653886,0.057797227,370.0,-7.9850974,0.6,740.0,0.3
37,0.8652344,0.10472032,0.20650291,0.058417473,380.0,-4.7690372,0.9,760.0,0.25
38,0.8651627,0.10479703,0.20649166,0.058800668,390.0,-4.445868,0.7,780.0,0.4
39,0.8651683,0.104930274,0.20649609,0.059205092,400.0,-4.8033805,0.8,800.0,0.35
40,0.86512274,0.10509726,0.2064851,0.059718695,410.0,-9.254623,0.6,820.0,0.3
