epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.86812377,0.09939458,0.20739676,0.032733154,10.0,-1.7420454,0.2,20.0,0.05
1,0.868103,0.09941646,0.20739439,0.03319022,20.0,-2.6823058,0.0,40.0,0.0
2,0.8680522,0.0994344,0.20738472,0.034350067,30.0,-3.6767437,0.0,60.0,0.0
3,0.8680279,0.09947296,0.20735933,0.035481073,40.0,-3.6924446,0.1,80.0,0.0
4,0.8679959,0.099476345,0.20735013,0.03578911,50.0,-4.4271517,0.0,100.0,0.05
5,0.8679572,0.09949374,0.2073455,0.03601227,60.0,-4.5988617,0.1,120.0,0.0
6,0.86789864,0.09950607,0.20734482,0.036321476,70.0,-5.3593626,0.0,140.0,0.05
7,0.867832,0.0995219,0.20733975,0.03662943,80.0,-4.6097617,0.3,160.0,0.05
8,0.8677538,0.09957647,0.20732364,0.037265066,90.0,-6.2959733,0.0,180.0,0.05
9,0.8676742,0.09962221,0.20730692,0.037396833,100.0,-5.584087,0.3,200.0,0.05
10,0.86764646,0.099644184,0.20728502,0.037948765,110.0,-6.4811373,0.2,220.0,0.0
11,0.86760384,0.0996626,0.20726468,0.038216528,120.0,-5.8357635,0.4,240.0,0.05
12,0.86759454,0.099659525,0.20726758,0.038392387,130.0,-6.2473216,0.3,260.0,0.15
13,0.8675347,0.099705584,0.20726502,0.038588606,140.0,-7.906127,0.1,280.0,0.0
14,0.8675118,0.09972235,0.20725779,0.038860753,150.0,-7.538246,0.2,300.0,0.1
15,0.8674901,0.09972485,0.20726076,0.03903893,160.0,-6.8345504,0.4,320.0,0.05
16,0.8674173,0.09984971,0.20727403,0.0397296,170.0,-6.660798,0.4,340.0,0.0
17,0.8674062,0.0998765,0.20727657,0.039919782,180.0,-8.43691,0.2,360.0,0.05
18,0.8673208,0.09990857,0.20726196,0.040386103,190.0,-6.686339,0.2,380.0,0.0
19,0.8672703,0.09997491,0.20723663,0.040657464,200.0,-7.480703,0.1,400.0,0.05
20,0.8672579,0.10013825,0.2072451,0.041031245,210.0,-8.085981,0.4,420.0,0.05
21,0.86720866,0.10014733,0.20724453,0.041194905,220.0,-7.910347,0.3,440.0,0.1
22,0.86717033,0.100173555,0.20724112,0.04141162,230.0,-8.420124,0.1,460.0,0.05
23,0.8671202,0.10039338,0.2072301,0.041757617,240.0,-7.3916407,0.3,480.0,0.1
24,0.8670642,0.10044924,0.2072267,0.04198759,250.0,-7.0129533,0.3,500.0,0.0
25,0.86703795,0.10045286,0.20723467,0.042095326,260.0,-8.143471,0.4,520.0,0.0
26,0.866988,0.10047835,0.20721231,0.04231226,270.0,-8.128667,0.1,540.0,0.05
27,0.8669521,0.10048395,0.20720313,0.04244963,280.0,-8.140986,0.1,560.0,0.05
28,0.86681986,0.10063154,0.20717861,0.042831767,290.0,-7.9310555,0.2,580.0,0.0
29,0.86667997,0.10086634,0.20715357,0.04361793,300.0,-5.3796735,0.3,600.0,0.0
30,0.86665154,0.10101259,0.20715743,0.04411248,310.0,-4.9410625,0.6,620.0,0.15
31,0.86659247,0.10110352,0.20716123,0.044340167,320.0,-5.7976604,0.2,640.0,0.05
32,0.86653537,0.10116919,0.20715089,0.04462419,330.0,-5.6302466,0.4,660.0,0.0
33,0.8664941,0.101168394,0.20713873,0.044781398,340.0,-5.1924934,0.7,680.0,0.0
34,0.8664525,0.10124818,0.20714834,0.045268755,350.0,-4.6186986,0.8,700.0,0.1
35,0.86639184,0.10127131,0.20715214,0.045849636,360.0,-5.902651,0.6,720.0,0.05
