epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8689696,0.10055544,0.20758091,0.03944554,10.0,-1.4842235,0.2,20.0,0.05
1,0.86838007,0.10082632,0.20746292,0.04031591,20.0,-2.1928189,0.5,40.0,0.05
2,0.86795855,0.10082257,0.20738168,0.041866917,30.0,-3.2215436,0.2,60.0,0.1
3,0.86734486,0.10083619,0.20729229,0.042248238,40.0,-3.5790896,0.4,80.0,0.05
4,0.8670707,0.10116408,0.20745756,0.043861803,50.0,-2.9347453,0.7,100.0,0.15
5,0.86692756,0.10165799,0.20730482,0.046353564,60.0,-3.7090893,0.5,120.0,0.15
6,0.8661804,0.10190731,0.2071967,0.047392007,70.0,-5.00834,0.5,140.0,0.25
7,0.8658226,0.10260153,0.20734093,0.04991598,80.0,-4.6826563,0.7,160.0,0.0
8,0.86492634,0.104021706,0.20724297,0.051499635,90.0,-4.1940265,0.7,180.0,0.0
9,0.86464447,0.10515735,0.20731106,0.053665742,100.0,-6.0646114,0.5,200.0,0.0
10,0.86398154,0.10577407,0.2072288,0.055434905,110.0,-6.387065,0.4,220.0,0.0
11,0.8634364,0.106265716,0.2073476,0.05808791,120.0,-5.236003,0.9,240.0,0.0
12,0.8634413,0.107268155,0.20735355,0.060598,130.0,-7.115626,0.5,260.0,0.05
13,0.8628371,0.10797163,0.20743634,0.063707806,140.0,-6.9665313,0.7,280.0,0.0
14,0.8622225,0.10892477,0.20744199,0.06615248,150.0,-6.2747145,0.8,300.0,0.05
15,0.86158127,0.11048466,0.20723774,0.068987645,160.0,-9.718393,0.3,320.0,0.05
16,0.8610775,0.111388825,0.20717508,0.07155878,170.0,-10.214958,0.4,340.0,0.05
17,0.86040896,0.11202303,0.2071597,0.07213412,180.0,-5.916835,0.9,360.0,0.0
18,0.85990244,0.113280594,0.20705014,0.073899135,190.0,-9.249968,0.6,380.0,0.1
19,0.8594931,0.114427924,0.20709378,0.075731754,200.0,-9.02263,0.6,400.0,0.0
20,0.85925823,0.114741504,0.20704003,0.07664837,210.0,-10.02677,0.4,420.0,0.0
21,0.85868764,0.11620485,0.20675796,0.07824407,220.0,-8.613945,0.7,440.0,0.1
22,0.8583811,0.11609805,0.20669357,0.07940997,230.0,-9.8415985,0.7,460.0,0.25
23,0.8581488,0.11591416,0.2065999,0.080248326,240.0,-6.2822657,0.6,480.0,0.25
24,0.8580399,0.11599853,0.206726,0.08131978,250.0,-10.363258,0.4,500.0,0.2
25,0.85784465,0.11692535,0.206807,0.08333614,260.0,-11.1563635,0.3,520.0,0.1
26,0.8573718,0.11759091,0.20670578,0.08396715,270.0,-8.51433,0.4,540.0,0.1
27,0.85729027,0.11778098,0.20676169,0.0860863,280.0,-9.811343,0.5,560.0,0.1
