,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.0,0.8680561233333334,0.09940178000000001,0.20739987333333332,0.03236007466666666,10.0,-1.7029395999999999,0.10000000000000002,20.0,0.03333333333333333
1,1.0,0.8680247199999999,0.09940781866666666,0.2073876,0.033120079,20.0,-2.3522479,0.26666666666666666,40.0,0.0
2,2.0,0.8679802566666667,0.09948701666666666,0.20738705000000002,0.03425094633333334,30.0,-2.8956092000000004,0.26666666666666666,60.0,0.03333333333333333
3,3.0,0.8679253466666667,0.09950440033333334,0.2073804233333333,0.03498304,40.0,-3.0766894666666667,0.5000000000000001,80.0,0.15
4,4.0,0.8678781033333335,0.099557315,0.20738797333333334,0.03579538566666667,50.0,-3.589418633333333,0.5,100.0,0.03333333333333333
5,5.0,0.8678281033333333,0.09959069833333334,0.20738621999999998,0.036545714666666666,60.0,-4.5528051666666665,0.26666666666666666,120.0,0.03333333333333333
6,6.0,0.8678036133333333,0.09961114166666667,0.20737543666666666,0.03712217733333333,70.0,-4.6415934666666665,0.4333333333333333,140.0,0.016666666666666666
7,7.0,0.8677616,0.09965128866666667,0.20737438,0.037651922666666664,80.0,-5.851954433333333,0.26666666666666666,160.0,0.08333333333333333
8,8.0,0.8677134933333334,0.09965763666666667,0.20737186666666665,0.038007915,90.0,-4.850124166666667,0.6,180.0,0.08333333333333333
9,9.0,0.86766925,0.09971075,0.20735977333333333,0.038575210666666665,100.0,-5.806533466666667,0.4666666666666666,200.0,0.08333333333333333
10,10.0,0.86763662,0.09973447166666667,0.20735951333333333,0.039201689000000005,110.0,-5.7786033,0.6,220.0,0.10000000000000002
11,11.0,0.86759516,0.09981682333333335,0.20734932666666664,0.039943818,120.0,-7.107908833333333,0.43333333333333335,240.0,0.03333333333333333
12,12.0,0.8675247333333335,0.099889495,0.20734745333333335,0.040423806666666666,130.0,-7.407555666666667,0.4000000000000001,260.0,0.16666666666666666
13,13.0,0.8674778833333333,0.099937962,0.20734377,0.040936519,140.0,-8.323739266666665,0.36666666666666664,280.0,0.03333333333333333
14,14.0,0.8674250966666667,0.10004694166666667,0.20733801666666665,0.041533044666666664,150.0,-7.586696866666666,0.43333333333333335,300.0,0.03333333333333333
15,15.0,0.86739371,0.10015182666666667,0.20734616666666664,0.042075891,160.0,-9.364667666666668,0.3,320.0,0.03333333333333333
16,16.0,0.8673507533333332,0.100194242,0.20735156,0.042568502333333334,170.0,-6.0633072666666665,0.6,340.0,0.08333333333333333
17,17.0,0.8673143,0.10025907499999999,0.20734673666666667,0.043211942333333336,180.0,-8.025121533333333,0.5,360.0,0.03333333333333333
18,18.0,0.8672769066666667,0.10034394333333334,0.20734916333333334,0.043806741,190.0,-8.117409133333334,0.5333333333333333,380.0,0.08333333333333333
19,19.0,0.8672387133333332,0.10041518999999999,0.20734034666666668,0.044322625,200.0,-7.149127866666667,0.6999999999999998,400.0,0.05000000000000001
20,20.0,0.8671952166666665,0.10056318166666667,0.20734682000000002,0.044827736,210.0,-8.539659233333333,0.6,420.0,0.11666666666666665
21,21.0,0.86714228,0.10068509333333332,0.20733112333333334,0.04535505466666667,220.0,-6.526632333333333,0.7333333333333334,440.0,0.11666666666666668
22,22.0,0.86710455,0.10075861833333334,0.20734216333333333,0.04590100666666667,230.0,-7.204259833333334,0.7000000000000001,460.0,0.11666666666666665
23,23.0,0.8670485,0.100891432,0.20732207666666666,0.04644805966666666,240.0,-6.6189651000000005,0.6999999999999998,480.0,0.03333333333333333
24,24.0,0.8670063766666667,0.10091134,0.20732398333333335,0.04676384333333333,250.0,-6.698482800000001,0.6999999999999998,500.0,0.16666666666666666
25,25.0,0.8669612000000001,0.10102814666666667,0.20733079333333335,0.047289888,260.0,-5.5676208,0.9,520.0,0.08333333333333333
26,26.0,0.8669098466666667,0.10111194999999999,0.2073132666666667,0.047694222333333335,270.0,-5.850796766666666,0.7333333333333334,540.0,0.16666666666666666
27,27.0,0.8668620666666667,0.10122470666666666,0.20730114333333335,0.04805774066666666,280.0,-6.442690033333332,0.8333333333333334,560.0,0.13333333333333333
28,28.0,0.8668418666666667,0.10130826500000001,0.20729885666666667,0.048474241,290.0,-5.172163500000001,0.8333333333333334,580.0,0.2833333333333334
29,29.0,0.8668014366666666,0.10134409999999999,0.20730055666666666,0.048954842,300.0,-5.9069576999999995,0.8000000000000002,600.0,0.16666666666666666
30,30.0,0.8667567866666667,0.10138211666666667,0.20730386,0.049344459,310.0,-6.0626375,0.9,620.0,0.2833333333333334
31,31.0,0.86672958,0.10139801833333333,0.20729741000000002,0.049689022,320.0,-6.951010533333334,0.7999999999999999,640.0,0.2333333333333333
32,32.0,0.8666861999999999,0.10143477166666666,0.20728813666666665,0.04998639400000001,330.0,-8.2388967,0.6999999999999998,660.0,0.19999999999999998
33,33.0,0.8666477499999999,0.10152872166666667,0.20729853333333334,0.050389857333333336,340.0,-5.859398233333334,0.8666666666666667,680.0,0.18333333333333335
34,34.0,0.8666344500000002,0.10162085333333333,0.20730468333333332,0.050754552333333335,350.0,-6.9793392999999995,0.9,700.0,0.2833333333333333
35,35.0,0.8666052066666666,0.10169008166666667,0.20729712,0.05121312433333334,360.0,-6.436093066666667,0.8666666666666667,720.0,0.15
36,36.0,0.86657078,0.10179482366666666,0.20728630666666667,0.051630168000000004,370.0,-5.8948755,0.7333333333333334,740.0,0.25
37,37.0,0.8665060333333333,0.10193866,0.20728625,0.052144983,380.0,-6.513727800000001,0.8333333333333334,760.0,0.2333333333333333
38,38.0,0.8664775666666665,0.10199031666666668,0.20727692,0.05246248966666667,390.0,-7.1457697666666675,0.8333333333333334,780.0,0.25
39,39.0,0.8664498333333334,0.10206311966666666,0.20727914666666666,0.053001337,400.0,-4.2913331,0.9333333333333332,800.0,0.13333333333333333
40,40.0,0.8672239566666667,0.10088786166666668,0.20734326,0.04653304566666666,10.0,-6.210868866666668,0.7666666666666667,20.0,0.06666666666666667
41,41.0,0.8671937166666668,0.10096380999999999,0.20733642333333333,0.046818280999999996,20.0,-8.3600508,0.6333333333333333,40.0,0.15
